Caste,subcastes,source
GHATWAL,"['GHATWAL', 'RAI', 'RAY']",MF
GHATWAR,['GHATWAR'],GOV
GHIRATH,"['CHANG', 'GHIRATH INCLUDING CHAHNG & BAHTI', 'GHIDATH', 'GHIRATH', 'BAHTI']",GOV
GHISADI,"['GADI LOHAR', 'RAJPUT LOHAR', 'GHITODI LOHAR', 'GHISADE', 'GHISADI', 'GHISADI LOHAR', 'CHITODIYA-LOHAR']",JEEVANSATHI
GHOGIA,['GHOGIA'],GOV
GHOSH,"['GAWALA', 'GHOSH', 'GOP', 'GOALA', 'GOAL', 'GOWALA']",GOV
GHOSHI,"['GHOSI', 'GHOSHI']",GOV
GHRIT,"['GHRIT', 'CHAHNG', 'BAHTI']",GOV
GHUKHA,"['RADHI', 'GHUKHA']",MF
GHUSURIA,"['GHUSURIA', 'RADHI']",MF
GIDDIDKI,"['GIDDIDKI', 'PINGLE', 'PINGALE']",GOV
GIRI,"['GIRI', 'GIRIGIRIS']",GOV
GIRINI WADDAR,"['BHANDI VADDAR', 'TUDUG WODDAR', 'KALLU VADDAR', 'MANNU VODDAR', 'GIRINI WADDAR']",GOV
GIRUI,['GIRUI'],MF
GOAI,['GOAI'],MF
GOALA,"['GOALA-GOPE', 'GOPE', 'GOALA', 'YADAV', 'AHEER']",JEEVANSATHI
GOCHAKI,['GOCHAKI'],GOV
GODABA,['GODABA'],GOV
GODAGALI,"['GODAGULA', 'GODAGALI']",GOV
GODALI,['GODALI'],MF
GODARI,['GODARI'],GOV
GODDA,['GODDA'],GOV
GODHI,"['GODI', 'GODHI']",GOV
GODRA,['GODRA'],GOV
GOGGI,['GOGGI'],GOV
GOHIL,['GOHIL'],MF
GOKHA,"['RADHI', 'KANDARA', 'GOKHA']",MF
GOLKAR,['GOLKAR'],MF
GOLLA,"['GOLLA GOLLEWAR', 'KONAR', 'GOLLA', 'KRISHNA GAVALI', 'MANIYANI', 'GOPALA', 'GOLER', 'YADAVA', 'ADAVIGOLLA', 'YADAV', 'KAWADIGA', 'GOPALI', 'GOPAL', 'GAVLI', 'GOULI', 'ASTHANAGOLLA', 'KONNUR', 'GAULI', 'LINGAYAT GOWLI', 'GOLKAR', 'GAVALI']",GOV
GOND,"['BHUTA', 'RAJ GOND', 'GHONDALI', 'BHATOLA', 'MARKAM', 'DHULIA', 'KHIRWAR', 'NETAM', 'GOWARI HILL MARIA', 'GATTI', 'DHOBA', 'DHRUV', 'GONDALI', 'GOND', 'GOWARI', 'GONDO', 'SHAHDEVE', 'GAIKI', 'CHOTA MARIA', 'DHURWA', 'GAVANI', 'DAROI', 'MONGHYA', 'MURIA', 'BADI MARIA', 'KOLIABHUTI', 'THATIA', 'GOND GOWARI', ""'SONJHARI"", 'VADE MARIA', 'KOYA', 'RAJ', 'KOILABHUTI', 'BHAR', 'GONDALIGA', 'ARAKH', 'OJHA', 'PARDHI', 'JHAREKA', 'GONDHALLI', 'KUCHA MARIA', 'MOGHYA', 'SATDEVE', 'KUCHAKI MARIA', 'KHIRWARA', 'TARAIL', 'KUMRE', 'NAGARCHI', 'SONJHARI JHAREKA', 'ARRAKH', 'NAIKPOD', 'KALANGA', 'RAJGOND', 'KOLIBHUTI', 'MARIA', 'MANNEWAR', 'DHURU', 'NAIKEPADE', 'GONDAY', 'MANA', 'HILL MARIA', 'BHAKAM', 'KHATOLA', 'WADE MARIA', 'ASUR', 'BADA MARIA', 'THOTYA', 'GAITA', 'GONDA', 'GATTA', 'DORLA', 'KANWAR', 'BISONHORN MARIA', 'DANDAMI MARIA', 'NAGWANSHI', 'AGARIA', 'MADIA', 'CHAUHAN', 'BHIMMA', 'KOILABHUTA', 'GONDHALI', 'GODI', 'SIDAR', 'MOGIA', 'MUDIA', 'KOITAR', 'KANDRA']",MF
GONDHALI,"['GONDHALI', 'GOUDALI']",MF_JEEVANSATHI
GONDU-BATO,"['JORIA', 'JATAKO', 'GONDU-BATO', 'BHIRTHYA BUDHO KOURIYA', 'HATO']",GOV
GONGA,['GONGA'],MF
GONIGA,"['SANAPARU', 'TELUGU CHETTIAR', 'JANAPASETTY', 'JANAPASHETTY', 'SADHU SETTY', 'TELUNGU CHETTIAR', 'SADHU SHETTY', '24 MANE TELUGU SHETTY', 'SALAPARU', '24 MANE TELUGU CHETTY', 'JANAPACHETTY', 'JANAPAN', 'JANAPAR', 'SADHU CHETTY', 'TELUGU SETTY', '24 MANAI TELUGU CHETTIAR', '24 MANAI TELUGU SHETTY', 'GONIGA', 'TELUNGUPATTI CHETTY', '24 MANAI TELUGU CHETTY', 'SANAPAR', 'TELUGU SHETTY', 'GONICHETTY', 'SALAPAR', 'TELUGU CHETTY', 'SADU SETTY', '24 MANE TELUGU CHETTIAR', 'GONIGAMANE', 'TELUNGU CHETTY']",GOV
GOOJAR,"['GOOJAR', 'GURJAR']",GOV
GOPAL,"['GOURA', 'MUNDA', 'GOUR', 'MATHURABAI', 'GOPAL', 'DUMALA', 'MAGADHA', 'ABHI', 'GOPAL BHORPI', 'GOPALPURIA', 'DUMALI', 'KHELKARI']",MF_JEEVANSATHI
GORAIT,"['KORAIT', 'GORAIT']",GOV
GORH,"['GORH', 'GONRH']",GOV
GORKHA,['GORKHA'],GOV
GOSAI,"['GUSAI', 'GOSAIN', 'BAN', 'GOSAVI', 'GOSAVI-PURI', 'NATHPANTHI GOSAVI', 'BAVA', 'BHARATI GOSAVI', 'GIRIGOSAVI', 'GOSAI', 'SAGAR', 'ATIT', 'SARASWATI PARBAT', 'BHARATI', 'GOSAYI', 'VAN', 'BAIRAGI', 'GOSANGI', 'GIRI', 'TEERTH ASHRAM']",MF
GOSWAMI,"['GOSWAMI', 'VAIRAGI', 'GIRI']",MF_SHADI
GOTI,['GOTI'],MF
GOVIND,['GOVIND'],MF
GOWALA,"['CHOUDA', 'PHUNE', 'BARENDRA', 'BHANDAR', 'CHOUDHARY', 'GOP', 'GOPE', 'NEWARI', 'GWALA', 'KORU', 'GOWALA']",MF
GOWARI,"['GADILOHAR', 'GOVARI', 'GAWARI', 'DUDHGONARI', 'BHANARE', 'DHUDHA', 'DUDHGOWALI', 'GOWARI', 'NEWARI', 'BAWNE', 'ADIWASI', 'KASU', 'KOHARE']",MF
GOWDA,"['GOUDA', 'VELLALGOUNDAR', 'GOUD', 'MENON', 'SRISAYANA', 'VALAYAR', 'DHOBI', 'SARVAI', 'KEAILIYA', 'GOUNDER', 'KONGU VELLALA', 'KALALEE', 'SETTIBALIJA', 'NADAR', 'VELLALAR', 'KURUMBAR', 'VETTUUBN', 'KURAMBAR', 'EDIGA', 'LATTUAN', 'HELLAR', 'KSHWRIKA', 'MAN', 'PADAIYACHI', 'KRUMBAR', 'GOUNDLA', 'LAXMINARAYANA GOUDIA', 'GOWDA', 'GOUDU', 'PILLAI', 'GONAR', 'VOKKALIGA', 'SIDAR', 'GOUDIA', 'KURMA', 'GANGUVELLAR', 'GOUR', 'KURAMO', 'VANIAR', 'NAMA', 'KONGU']",MF_SHADI_JEEVANSATHI
GOWDALU,['GOWDALU'],GOV
GOYAL,"['MAHAJAN', 'GOYAL']",MF
GRAMANI,"['EZHAVA', 'GRAMANI', 'TIYYA', 'SANAR', 'GRAMINI', 'NADAR']",JEEVANSATHI
GRATI,['GRATI'],GOV
GUDALA,['GUDALA'],GOV
GUDIA,"['GOURA', 'MUNDA', 'GUNJU', 'MAGHIYA', 'MAGHAYAT', 'GURJA', 'PURIBIA', 'KANAUJIA', 'GUDIYA', 'BHOJPURIA', 'MADESIA', 'GUDIA', 'GURIA']",MF_JEEVANSATHI
GUDIGARA,['GUDIGARA'],GOV
GUJRATH BAORI,['GUJRATH BAORI'],GOV
GULGALIYA,['GULGALIYA'],GOV
GUND,['GUND'],MF
GUPTHAN,['GUPTHAN'],MF
GURAV,"['TAMBALLA', 'LINGAYAT GURAV', 'GUROU', 'TAMBLI', 'GURAV', 'GURAVA', 'GUROV']",MF_JEEVANSATHI
GURUNG,['GURUNG'],GOV
GUSAI,"['GUSAI', 'GOSAIN GOSAIB GOSWAMI', 'GOSWAMI', 'GOSAI', 'GOWSAMI']",GOV
GWARIA,"['GAURIA', 'GWAR', 'GWARIA']",GOV
HABRA,['HABRA'],GOV
HADI,"['HADDI', 'HARI', 'MITHAR', 'MEHETAR', 'HADI', 'MAHAR']",MF
HAIRUA,"['HAIRUA', 'PILLAI']",MF
HAJJAM,"['HAZAM', 'NAI', 'VANKAR', 'NAIS', 'SAIN', 'SALMANI', 'HAJJAM', 'HAJAM', 'SALMANI.']",GOV
ROMAN CHRISTIAN,"['LATIN CATHOLIC', 'PENTACOSTAL', 'AENTELUR', 'CATHOLIC', 'ROMAN CATHOLIC', 'CHRISTIAN', 'ROMAN CHRISTIAN']",GPT
SYRIAN CHRISTIAN,"['ORTHODOX', 'MAR THOMA', 'JACOBITE', 'CATHOLIC', 'CHRISTIAN', 'SYRIAN CHRISTIAN']",GPT
CHRISTIAN CHAMAR,"['CATHOLIC', 'CHRISTIAN CHAMAR', 'CHRISTIAN']",GPT
CHRISTIAN MAHAR,"['CHRISTIAN', 'CATHOLIC', 'CHRISTIAN MAHAR']",GPT
CHRISTIAN RENDERS,"['CHRISTIAN RENDERS', 'CATHOLIC', 'CHRISTIAN']",GPT
NADAR CHRISTIAN,"['CHRISTIAN GRAMANI', 'R.C.NADAR CHRISTIAN', 'NADAR CHRISTIAN', 'CATHOLIC', 'CHRISTIAN SHANAR', 'CHRISTIAN']",GPT
MUKKUVAR CHRISTIAN,"['CATHOLIC', 'CHRISTIAN', 'MUKKUVAR CHRISTIAN']",GPT
KOLI CHRISTIAN,"['KOLI CHRISTIAN', 'CATHOLIC', 'CHRISTIAN']",GPT
HAJONG,['HAJONG'],GOV
HAKKIPIKKI,['HAKKIPIKKI'],GOV
HALAKKI,"['HALAKKIVAKKAL', 'VAKKAL', 'HALAWAKKI-WAKKAL', 'ATTEVAKKAL', 'SHILWAKKAL', 'KUNCHAVAKKAL', 'HAKKIPEKKI', 'GRAM VAKKAL', 'GAM GAWADA', 'GAM GOWDA', 'GRAMA VOKKALU', 'GAM VOKKAL', 'HALAKKI', 'KAREVAKKAL', 'GAVADA']",MF
HALALKHOR,"['HELA', 'HALALKHOR', 'LALBEGI']",GOV
HALBA,"['HALBI', 'HALBA']",GOV
HALEPAIK,['HALEPAIK'],GOV
HALI,['HALI'],GOV
HALLEER,['HALLEER'],GOV
HALPATI,"['HINDU HALPATI', 'HALPATI']",MF
HALSAR,"['HULASVAR', 'HASLAR', 'HALSAR', 'HALASVAR']",GOV
HALWAI,"['HALWAI', 'GUPTA', 'SAHU']",MF
HANABARU,"['HANABARU', 'HANABAR', 'HANBAR', 'ANUBARU', 'ATANABARU', 'KRISHNA GOLLA', 'HANBER', 'HAJABAR']",GOV
HANDERVUT,['HANDERVUT'],GOV
HANDEVAZIR,['HANDEVAZIR'],GOV
HANDI JOGIS,['HANDI JOGIS'],GOV
HANSI,"['ASWINNA TANTI', 'PATSALIA', 'DERA', 'SUKULI', 'BANGALI TANTI', 'ASINA TANTI', 'ASWINA TANTI', 'MATIBANSA TANTI', 'KOSTA', 'AMILA TANTI', 'HANSI', 'KUSTA', 'RANGANI TANTEE', 'RANGANI TANTI', 'BUNKARA', 'RANGINI TANTI', 'BUNA', 'RANGANEE TANTEE', 'RANGINI HANSI', 'TULABHINA', 'SALIA', 'TANTI', 'BANGIYA TANTI', 'KUSTHA', 'RANGANI', 'BUNKAR', 'KOSTHA', 'VINA', 'ASHANI TANTI', 'DEWANGA', 'DEWANGULU', 'RANGUNI TANTI']",GOV
HARER,"['HARAYAL', 'HARER']",MF
HASALARU,['HASALARU'],GOV
HASLA,['HASLA'],GOV
HATKAR,"['HATKAR', 'HATKER']",GOV
HATUA,['HATUA'],GOV
HAWARI,"['DHOBI', 'HAWARI']",GOV
HEGDE,['HEGDE'],JEEVANSATHI
HELAVA,"['CHASI-KAIBARTTA', 'HILAV', 'HALIA', 'DAS KAIBARTTA', 'HOLEVA', 'HELAVA', 'HELA', 'HELE', 'HELVE', 'HELAWAR']",JEEVANSATHI
HEMBRAM,"['HEMBRAM', 'BITAL']",MF
HESI,['HESI'],GOV
HINGORA,['HINGORA'],GOV
HIRA,['HIRA'],GOV
HMAR,['HMAR'],GOV
HO,['HO'],GOV
HOJAI,['HOJAI'],GOV
HOLAR,"['HOLAR', 'VALHAR']",MF_JEEVANSATHI
HOLER,['HOLER'],MF
HOLEYA,"['HOLAYA', 'CHALUVADI', 'ADIKARNATAKA', 'HOLIYA', 'HOLEYA', 'HOLEYA DASARI', 'HOLER']",MF
HOLI,['HOLI'],MF
HOLIYA,['HOLIYA'],GOV
HOLRA,['HOLRA'],GOV
HOLVA,['HOLVA'],GOV
HONNIYAR,['HONNIYAR'],GOV
HOOVADIGA,"['PHULMALI', 'HUGAR', 'LINGAYAT HUGAR', 'MAALGAR', 'PHULARI', 'HOOGARA HOOGARAN', 'MALI', 'PHOOLARI', 'HOOGAR', 'PHOOLMALI', 'LINGAYAT MALGAR', 'JEER', 'LINGAYAT JEER', 'HOOVADIGA']",GOV
HOWGAR,"['HAWGAR', 'HAWADIGA', 'HOWGAR']",GOV
HUSSAIN,['HUSSAIN'],MF
IDIGA,"['THIYYAN', 'NAJAK', 'NAMDHARI', 'ELIGA', 'DIVARAMAKKALU', 'THIYYA', 'HALEPAIKARU', 'DEEVAR', 'GOONDLA', 'PUJARI', 'HALEPAIK', 'EZHAVA', 'IDIGA', 'BELCHAD', 'EDIGA', 'DEVAR', 'GOWDRU', 'TALWAR', 'NAIK', 'TIYAN', 'GOUNDLA', 'GAMALLA', 'DESHA BHANDARI', 'BILLAVA', 'DEVARAMAKKALU', 'POOJARI', 'KALAL', 'ILIGA', 'MALAYALI BILLAVA', 'THIYAN', 'NADAR']",MF
IDRISI,"['DARZI', 'IDRISI']",GOV
IGOLA,['IGOLA'],MF
ILIGER,['ILIGER'],MF
ILLATHU PILLAIMAR,"['ILLATHAR', 'ILLATHU PILLAIMAR', 'ILLUVAR', 'EZHUVAR']",GOV
IRIKA,['IRIKA'],GOV
IRULA,"['IRULAN', 'IRULA', 'IRULAR']",GOV
IRULIGA,['IRULIGA'],GOV
ITFAROSH,"['ITAFAROSH', 'ITFAROSH', 'GADHERI']",GOV
IYER,['IYER'],MF_SHADI
JACOBITE,"['SYRIAN', 'JACOBITE']",MF_SHADI_JEEVANSATHI
JAD,"['LAMBA', 'KHAMPA', 'JAD']",GOV
JADAPUS,['JADAPUS'],GOV
JADEJA,"['JADEJA', 'DARBAR']",MF
JAGA,['JAGA'],MF
JAGGALI,['JAGGALI'],GOV
JAGIASI,['JAGIASI'],GOV
JAGRI,['JAGRI'],GOV
PITAMBAR,"['JAIN', 'PITAMBAR']",GPT
TERAPANTHI,"['JAIN', 'TERAPANTHI']",GPT
STHANAKWASI,"['JAIN', 'STHANAKWASI']",GPT
DIGAMBAR,"['JAIN', 'DIGAMBAR']",GPT
BOGAR (JAIN),"['JAIN', 'BOGAR', 'BOGAR (JAIN)']",GPT
MAHAJAN (JAIN),"['MAHAJAN', 'JAIN', 'MAHAJAN (JAIN)']",GPT
PALIWAL (JAIN),"['PALIWAL', 'JAIN', 'PALIWAL (JAIN)']",GPT
GURJAR (JAIN),"['GURJAR (JAIN)', 'JAIN']",GPT
SHWETAMBAR,"['SWETAMBAR', 'JAIN', 'SHWETAMBAR']",GPT
JAINTIA,['JAINTIA'],GOV
JAINTRAPANS,['JAINTRAPANS'],GOV
JAISWAL,"['JAISWAR', 'JAISWAL']",MF_JEEVANSATHI
JAJAK,['JAJAK'],GOV
JAKKALA,['JAKKALA'],GOV
JALKEOT,['JALKEOT'],GOV
JAMBULI,['JAMBULI'],MF
JAMBUVANODAI,['JAMBUVANODAI'],GOV
JAMBUVULU,['JAMBUVULU'],GOV
JANDRA,['JANDRA'],JEEVANSATHI
JANGALA,"['TELUGU JANGAMA', 'PAKANATHI JANGAMA', 'JANGALA']",GOV
JANGAM,"['JANGAMA', 'JANGAM', 'JANGAMAR', 'JANGAM WHOSE TRADITIONAL OCCUPATION IS BEGGING']",MF_JEEVANSATHI
JANSALI,"['MOCHI', 'SIVANIA', 'DASANIA', 'SONARI', 'JINGAR', 'JANSALI', 'BHARATBHARA', 'CHAMADIA', 'CHANDLIA', 'AARIBHARATBHARA', 'MYANGAR']",GOV
JANWA,"['JANWAKAR', 'JANWA', 'SIRVI']",GOV
JARAWAS,['JARAWAS'],GOV
JATAPU,"['JATAPUS', 'JATAPU']",GOV
JATIGAR,['JATIGAR'],GOV
JATIYA,['JATIYA'],GOV
JAVERI,"['JAWARI', 'JAVERI']",GOV
JELE,"['KUMAR', 'JELE', 'KUSMETE', 'MASHON', 'BHUNJA', 'MACHUA']",MF
JENU KURUBA,['JENU KURUBA'],GOV
JHADI,['JHADI'],GOV
JHALO,"['JHALO', 'JHALO-MALO', 'MALO']",GOV
JHARA,['JHARA'],GOV
JHEEMAR,"['KASHYAP', 'JHEEMAR']",MF
JHEEWAR,['JHEEWAR'],GOV
JHETTY,['JHETTY'],GOV
JHINWAR,"['JHINWAR', 'LUNJ', 'MEHRA']",MF
JHOJA,['JHOJA'],GOV
JHORA,['JHORA'],GOV
JINGAR,"['JINGAR', 'JATAV']",MF_JEEVANSATHI
JOGI,"['GOSAIN', 'RAWAL', 'NATH', 'JOGAR', 'GAUTAM', 'JANGAM-JOGI', 'RAVALIA SANJOGI', 'KAPALI', 'JOGI', 'PADA', 'TOMAR', 'SANYASI', 'RAVAL', 'YOGI', 'JOGIN', 'BALEGARA', 'JOGTIN', 'BATTI', 'JOGER', 'BRAHMA KAPALI', 'JOGI NATH', 'JOGINATH', 'GOSWAMI', 'JANGAM']",MF
JOHARI,['JOHARI'],GOV
JOLAH,"['JOLHA', 'JOLAH', 'JOLAHA']",GOV
JOSHI,"['SARVADE', 'SAHEDEV JOSHI', 'KUDMUDE', 'BUDBUDKI', 'JOSHINANDIWALA', 'DAMRUWALE', 'JOSHI', 'SARODA']",GOV
JUANG,['JUANG'],GOV
JYOTISH,"['JYOTISH', 'JYOTSKA', 'MATIMANSA']",GOV
KABBERA,['KABBERA'],GOV
KABIRPANTHI,"['JULAHA', 'KABIRPANTHI']",MF
KABUI,['KABUI'],GOV
KACHARI,"['KACHA NAGA', 'SONOWAL', 'KACHARI', 'KACHARA']",GOV
KACHHANDHA,['KACHHANDHA'],GOV
KACHHI,"['KOIRI', 'KACHI', 'KACHHI MAURYA', 'KACHHI SHAKYA', 'SHAKYA', 'MAURYA-KOIRI', 'KACHHI KOYARI', 'PANARA', 'KACHHI KUSHWAHA', 'SONKAR', 'MURAI', 'PANAHARA', 'KACHHI-KUSHWAHA', 'KACHHI KACHHI-KUSHWAHA', 'KACHHIA', 'MAURYA', 'KUSHWAHA', 'PATEL', 'MURAO', 'KACHHI', 'KOERI', 'KACHHI-SHAKYA']",MF
KACHORA,['KACHORA'],GOV
KADAIYAN,['KADAIYAN'],GOV
KADAN,['KADAN'],GOV
KADANPATADAR,"['KAPAVPAYR', 'KADANPATADAR']",MF
KADAR,"['DHUNKAR', 'DHANKA', 'KADERA', 'KADERE', 'KADORE', 'KADAR', 'DHUNIYA']",GOV
KADU KONKANI,['KADU KONKANI'],GOV
KADU KURUBA,['KADU KURUBA'],GOV
KADULU,['KADULU'],MF
KADUPPATTAN,['KADUPPATTAN'],GOV
KADWA,['KADWA'],MF
KAGZI,['KAGZI'],GOV
KAHAR,"['PATWA', 'RAWNI', 'JULAHA', 'DHIWAR', 'ORMA', 'SINGHARIYA', 'JHINDWAR', 'KHARWAR', 'KAHARI', 'KUMBHAR', 'DURMA', 'TANWAR SINGHARIYA', 'GOND', 'TANWAR', 'GAUR', 'PRASAD', 'BARUA', 'PRAJAPATI', 'JAPTA', 'KAHAR', 'DHURIYA', 'VERMA', 'JHINWAR DHINWAR', 'KASHYAP', 'RAWAT']",MF_JEEVANSATHI
KAHTIYAL,"['KAHTIYAL', 'MAHASA']",MF
KAIBART,"['KEOT', 'RADHI', 'KAIBARTA', 'KAIBART', 'MUNDA', 'KAIBARTTA', 'KEWAT', 'GOKHA', 'KANDARA', 'JALA', 'KAIVARTTA', 'CHASA', 'JALIYA']",MF
KAIKADI,"['KAIKADI DHONTLE', 'PAMLOR', 'KOCHI KORVA', 'MAKADWALE', 'KORVI', 'KAIKADI', 'KORVA']",MF
KAIKOLAN,"['SENGUNTHAR', 'KAIKOLAR', 'KAIKOLAN']",GOV
KAKHERA,['KAKHERA'],MF
KAKKALAN,"['KAKKAN', 'KAKKALAN']",JEEVANSATHI
KALADI,['KALADI'],GOV
KALAHANDI,['KALAHANDI'],GOV
KALAIGAR,"['KALAIKAR', 'KALAIGAR']",GOV
KALAL,"['KALAL', 'KALALI', 'VARSHA', 'MEWAD', 'JAIN KALAR', 'JAISWAL', 'GUPTA', 'SAV KALAR', 'ERAQUI', 'KALWAR', 'RAVANA', 'KALAR']",MF_JEEVANSATHI
KALANDAR,['KALANDAR'],GOV
KALANDI BAISHANABA,"['BANGIYA TAMBOLI', 'TAMBILI', 'KALANDI BAISHANABA', 'BANGIYA TAMILI', 'KALANDI VAISHNAB', 'TAMILI', 'TAMULI', 'TAMBULA', 'BANGIYA TAMBULI']",GOV
KALANGA,['KALANGA'],GOV
KALANJI,"['KALANJI', 'KALINJI', 'MUNDA', 'KALINGI.']",MF_JEEVANSATHI
KALAR,"['ZADE', 'DARSENA', 'PARSH', 'RAO', 'MESHRAM', 'PATLAY', 'SHARE', 'JAINKALAR', 'SINDE', 'JAIN', 'DESHMUKH', 'DADSENA', 'KALAR', 'KALAL', 'KALLAR', 'SINHA', 'KAWDE', 'DASHARE', 'DUDSENA', 'PARSAJ']",MF_JEEVANSATHI
KALARI KURUP,"['KALARI PANICKER', 'KALARI KURUP', 'KALARI KURUP INCLUDING KALARI PANIEKER']",GOV
KALARIA,['KALARIA'],MF
KALASALI,['KALASALI'],MF
KALAVANTHULA,['KALAVANTHULA'],GOV
KALAYIRI KOLERI,"['KALAYIRI KOLERI', 'KOLARI']",GOV
KALBELIA,"['SAPERA', 'KALBELIA', 'KALBELIYA']",GOV
KALBI,['KALBI'],GOV
KALI,"['KALI', 'MAHAVAR']",MF
KALIGULLU,['KALIGULLU'],MF
KALIHANDI,['KALIHANDI'],GOV
KALINGI,['KALINGI'],GOV
KALITA,['KALITA'],JEEVANSATHI
KALKARI,"['KELKARI KHELKARI', 'KALKARI']",GOV
KALLADI,['KALLADI'],GOV
KALLAR,"['KALLAR KULA THONDAMAN', 'KALLAR']",MF
KALOTA,"['KOLTTA', 'KOLTA', 'KALOTA', 'KALOTHA']",GOV
KALU,"['KALU', 'DARATIA', 'RARHI', 'TELI']",MF
KALVELI GOUNDER,['KALVELI GOUNDER'],GOV
KALWAR,"['KALAL', 'SINHA', 'JAISWAL', 'KALWAR', 'KALAR']",MF_JEEVANSATHI
KAMA,['KAMA'],MF
KAMAD,"['KAMAD', 'KAMADIA']",GOV
KAMAR,"['KAMMARA', 'KAMMARO', 'KHATYA', 'LOHURU', 'MULI', 'BELASHI', 'VISVAKARMA', 'LOHARO', 'KAMAR', 'KAMARIYA', 'KAMARA', 'KARMARIYA', 'ASTOLOHI KAMAR']",MF
KAMASALA,"['KAMASALA', 'METTU', 'GUNJE']",MF
KAMATI,"['KAMATI', 'KAMAN']",GOV
KAMBADIA BHAGAT,['KAMBADIA BHAGAT'],GOV
KAMBAR,['KAMBAR'],MF
KAMBOJ,['KAMBOJ'],SHADI_JEEVANSATHI
KAMLU,"['KAMLU', 'TELI']",MF
KAMMA,"['CHOUDHARY', 'KAMMA']",MF_SHADI_JEEVANSATHI
KAMMALAR,"['ASARI', 'KAMMALAR', 'PADAIYACHI', 'PATHAR', 'VISWAKARMA', 'VISWAKAMMALA', 'THACHAR']",MF
KAMMARA,"['KAMMARA', 'GUNDAIAH', 'METTUKAMSALI']",MF
KAMMI,['KAMMI'],GOV
KAMOH,"['DAGOLI', 'KAMOH']",GOV
KAN,['KAN'],GOV
KANABAR,['KANABAR'],MF
KANAKKAN,"['KANAKKAN', 'PADANNAN', 'PADANNA', 'SYRIAN', 'CHERUMAN']",MF
KANATE,['KANATE'],GOV
KANAURA,"['KINNARA', 'KANAURA']",GOV
KANBI,"['KANBI', 'KULWADI', 'KUNBI']",GOV
KANDERA,"['KANDARA', 'MANSOORI', 'PINJARA', 'KANDERA', 'KANDARPA']",MF
KANDH,"['KANDH', 'KANDHA GAUDA']",GOV
KANDRA,"['KUDUMA', 'SHAH', 'KANDU', 'KODMA', 'KANDARA', 'KADAMA', 'KANDRA', 'KODAMA']",GOV
KANGASIA,['KANGASIA'],GOV
KANGEHRA,"['KANGEHRA', 'KANGOHRA']",GOV
KANHAR,"['KANHAR', 'KHARWAR', 'GAVA', 'GOND', 'GAUR']",MF
KANI,"['KANISU KANIYAR PANIKKAR', 'KANI']",GOV
KANIKARAN,"['KANIKARAN', 'KANIKKAR']",GOV
KANISAN,"['KANYAN', 'KANISAN KANIYAR KANIYARU KANIYA KANIYAN', 'KANISAN', 'BALYAYA', 'KANIYAN']",GOV
KANISU,"['KANI', 'KANIYAR PANICKER', 'KAMNAN', 'KANISU', 'KANISAN', 'KANIYAN']",GOV
KANIYAN,"['KANYAN', 'KANIYAN']",JEEVANSATHI
KANJAR,"['KANJAR', 'KANJARI', 'GIARAH', 'KUNJAR', 'KANJIR', 'KANCHAN']",GOV
KANNADA DEVANGA,"['TELUGU DEVANGA', 'KANNADA DEVANGA']",GOV
KANNADIYAN,"['KANNADIYAR', 'DASAPALANJIKA', 'KANNADIYAN', 'KANNADA SAINEEGAR']",GOV
KANSARA,['KANSARA'],GOV
KANTLLI,['KANTLLI'],MF
KANU,['KANU'],GOV
KANWAR,"['KANWAR', 'SIDAR', 'DEWAN']",MF
KAPADIA,"['KAPADI', 'KAPADIA SANSI', 'KAPADIA']",GOV
KAPALI,['KAPALI'],GOV
KAPDI,"['KAPUDIA', 'KAPDI']",GOV
KAPU,"['CHENDIYA', 'SUNKU', 'CHEEMALA', 'PEDAKAPU', 'KRISHNAM', 'PALLI', 'TURUPU KAPU', 'TURPUKAPU', 'NAIKA', 'GAJULA KAPU', 'CHINNKAPU', 'PALAGIRI', 'PAKANTI', 'PASNUR', 'VADDI', 'PALIKAPU', 'DUDEKULA', 'KAPU', 'MADIGA', 'TELAGA', 'TALAPALLI', 'PAGANI', 'JALARU', 'KARNAM', 'PADUPOLLU', 'MUNNURU', 'POKANTI', 'SAJJANA', 'SHAIK', 'ADUPOL', 'JUTUR', 'JUTAR', 'DESAI']",MF_SHADI_JEEVANSATHI
KAPUVELAMA,"['KAPU', 'PADAMASALI', 'NAIDU', 'TALAKA', 'SAHUKAR', 'TUSASI', 'KAPUVELAMA', 'TULASI', 'NAGA', 'SANKA', 'MAIPU']",MF
KARANA,"['MAGHIYA', 'KARAN', 'BETRA', 'KARANA', 'KARANI', 'NAULIKARAN', 'MAHANAIK']",JEEVANSATHI
KARARA,"['KARHARA', 'KARARA', 'KACHARA', 'KACHERA', 'MARKAM']",MF
KARBI,['KARBI'],GOV
KAREN,['KAREN'],GOV
KARIKALABHAKTHULU,"['KAIKALA', 'KARIKALABHAKTHULU', 'KAIKOLAN']",GOV
KARIKUDUMBI,['KARIKUDUMBI'],GOV
KARIMPALAN,['KARIMPALAN'],GOV
KARKU,['KARKU'],GOV
KARMAKAR,"['KARMALI', 'KAMAR', 'KARMAKAR', 'BELASHI']",MF_JEEVANSATHI
KARNABHAKTHULU,['KARNABHAKTHULU'],GOV
KARNAM,['KARNAM'],MF
KAROACK,['KAROACK'],GOV
KARUA,"['KARUVA', 'KARUA']",GOV
